Student_ID,Study_Hours_Per_Week,Attendance_Percent,Quiz_Avg_Score,Sleep_Hours_Per_Night,Social_Media_Hours_Per_Day,Previous_GPA,Extracurricular_Activities,Parent_Education_Level,Current_GPA,Final_Score,Pass_Fail,Grade,Risk_Level
S1251,7.4,66.2,71.6,3.0,11.9,2.12,1,Bachelor,1.55,25.6,Fail,F,High Risk
S1252,29.2,59.7,81.7,8.0,0.6,2.28,0,Bachelor,2.44,61.2,Pass,D,Low Risk
S1253,41.2,65.4,25.1,6.0,4.7,1.93,0,High School,2.38,54.6,Pass,D,Medium Risk
S1254,30.3,95.8,72.5,4.3,7.2,2.17,0,High School,2.01,51.6,Pass,D,Medium Risk
S1255,4.8,65.8,89.6,7.8,8.6,2.5,0,Bachelor,1.76,36.4,Fail,F,High Risk
S1256,15.2,100.0,40.8,9.1,9.7,1.68,1,Bachelor,1.74,44.2,Fail,F,Medium Risk
S1257,32.7,87.4,98.5,6.8,2.2,2.81,1,Bachelor,2.91,54.5,Pass,D,Medium Risk
S1258,12.9,82.8,73.4,8.4,11.4,3.52,0,Bachelor,2.52,43.6,Fail,F,Medium Risk
S1259,24.4,67.1,50.9,9.4,4.2,2.07,1,Bachelor,1.85,49.8,Fail,F,Medium Risk
S1260,27.7,90.5,63.9,9.0,0.5,4.0,0,High School,1.95,62.8,Pass,D,Low Risk
S1261,10.7,71.4,76.2,9.5,1.9,3.21,1,Bachelor,2.03,30.7,Fail,F,High Risk
S1262,19.4,81.8,66.5,8.1,3.8,3.62,1,High School,2.59,42.4,Fail,F,Medium Risk
S1263,0.0,100.0,75.8,7.1,0.9,2.27,1,High School,2.22,37.2,Fail,F,High Risk
S1264,9.8,78.6,46.6,4.6,3.1,3.48,1,PhD,1.94,35.7,Fail,F,High Risk
S1265,17.5,97.2,68.4,6.6,3.3,1.93,1,Bachelor,2.15,53.9,Pass,D,Medium Risk
S1266,7.5,69.5,36.7,5.7,0.5,3.51,0,Master,1.29,43.8,Fail,F,Medium Risk
S1267,36.3,79.5,62.8,10.3,2.5,2.94,1,Bachelor,2.78,55.7,Pass,D,Medium Risk
S1268,5.7,100.0,46.9,6.7,4.4,3.24,0,Bachelor,1.73,33.7,Fail,F,High Risk
S1269,15.6,70.6,50.3,7.2,2.1,1.86,1,High School,2.47,49.6,Fail,F,Medium Risk
S1270,21.3,100.0,89.7,7.8,0.0,2.08,1,High School,2.78,63.7,Pass,D,Low Risk
S1271,34.4,90.6,86.8,7.1,0.0,3.28,1,High School,2.68,75.9,Pass,B,Low Risk
S1272,5.6,71.6,77.2,9.5,1.3,2.04,0,Master,1.77,46.2,Fail,F,Medium Risk
S1273,31.6,89.5,43.2,6.1,7.8,3.17,1,Bachelor,2.26,37.8,Fail,F,High Risk
S1274,20.1,94.6,58.7,7.3,0.8,1.71,0,Bachelor,2.15,40.2,Fail,F,Medium Risk
S1275,10.2,89.3,89.3,5.9,3.0,3.48,1,Bachelor,2.65,36.6,Fail,F,High Risk
S1276,24.6,56.4,67.8,5.0,0.8,1.81,0,PhD,1.99,51.5,Pass,D,Medium Risk
S1277,22.0,69.1,100.0,6.1,1.2,3.24,0,High School,2.22,65.4,Pass,C,Low Risk
S1278,14.0,76.3,72.9,6.9,5.7,3.3,1,High School,2.68,58.4,Pass,D,Medium Risk
S1279,20.7,78.9,68.8,6.4,3.9,2.24,1,Bachelor,2.15,54.5,Pass,D,Medium Risk
S1280,16.1,89.3,58.8,6.0,0.3,3.27,0,Master,2.44,56.1,Pass,D,Medium Risk
S1281,21.1,82.7,67.7,4.9,1.7,3.01,0,PhD,2.05,44.1,Fail,F,Medium Risk
S1282,26.6,60.0,62.0,6.9,0.1,2.37,1,High School,2.2,39.4,Fail,F,High Risk
S1283,35.9,85.7,79.2,4.7,2.0,1.99,1,Master,2.63,67.3,Pass,C,Low Risk
S1284,7.6,89.2,84.1,8.1,3.3,1.23,1,Master,1.5,51.2,Pass,D,Medium Risk
S1285,41.3,88.4,49.3,7.1,0.4,3.08,0,High School,3.25,60.6,Pass,D,Low Risk
S1286,0.5,96.2,38.4,4.8,1.0,1.55,0,Bachelor,1.97,35.6,Fail,F,High Risk
S1287,18.5,92.5,28.3,6.5,1.5,2.88,0,Bachelor,1.89,43.4,Fail,F,Medium Risk
S1288,25.9,86.9,75.2,5.9,7.6,2.59,0,PhD,2.01,61.4,Pass,D,Low Risk
S1289,22.8,78.9,42.9,7.5,15.0,3.34,1,High School,2.08,46.4,Fail,F,Medium Risk
S1290,13.8,55.1,21.9,9.0,0.1,2.56,1,Master,1.58,36.3,Fail,F,High Risk
S1291,17.9,86.4,72.8,4.2,4.3,2.54,0,Bachelor,2.25,53.3,Pass,D,Medium Risk
S1292,15.1,83.1,100.0,7.2,1.4,3.39,0,Master,2.55,59.6,Pass,D,Medium Risk
S1293,14.1,84.1,64.9,6.8,1.5,3.07,0,Bachelor,2.31,42.2,Fail,F,Medium Risk
S1294,28.5,60.8,81.8,8.0,4.2,3.05,1,Bachelor,2.78,59.2,Pass,D,Medium Risk
S1295,23.6,63.8,66.6,7.3,7.5,3.18,1,Master,2.27,33.1,Fail,F,High Risk
S1296,13.1,95.8,63.0,5.9,9.0,1.57,0,Master,1.64,49.9,Fail,F,Medium Risk
S1297,29.0,79.4,83.4,6.5,2.6,3.41,0,Master,2.97,47.8,Fail,F,Medium Risk
S1298,23.1,90.2,59.2,5.8,1.3,3.29,1,High School,2.83,52.6,Pass,D,Medium Risk
S1299,28.1,80.4,70.3,8.6,4.6,1.99,1,Bachelor,3.3,47.4,Fail,F,Medium Risk
S1300,26.3,80.4,71.4,7.0,0.9,2.6,1,High School,2.05,58.9,Pass,D,Medium Risk
S1301,11.7,94.1,51.6,9.9,2.5,2.77,0,Bachelor,2.23,44.9,Fail,F,Medium Risk
S1302,14.4,72.3,84.8,6.9,1.3,2.69,0,Bachelor,1.55,36.2,Fail,F,High Risk
S1303,27.5,81.4,61.5,5.9,3.2,3.07,1,Bachelor,2.48,53.8,Pass,D,Medium Risk
S1304,26.1,73.1,49.9,4.7,0.8,3.95,0,Bachelor,2.03,41.1,Fail,F,Medium Risk
S1305,19.8,73.5,75.7,4.3,0.6,3.67,0,PhD,2.82,55.4,Pass,D,Medium Risk
S1306,21.2,75.4,47.0,4.6,7.5,1.75,1,High School,1.55,38.0,Fail,F,High Risk
S1307,32.8,83.3,65.6,7.4,0.3,3.3,0,Bachelor,2.08,61.3,Pass,D,Low Risk
S1308,14.1,72.8,64.8,7.8,2.1,3.86,1,Bachelor,2.01,36.4,Fail,F,High Risk
S1309,25.5,98.8,86.7,4.6,0.7,3.11,0,High School,2.05,55.0,Pass,D,Medium Risk
S1310,18.0,66.6,74.5,8.3,0.1,3.67,0,High School,2.49,45.6,Fail,F,Medium Risk
S1311,17.8,77.2,64.5,6.3,0.1,4.0,1,PhD,1.63,54.0,Pass,D,Medium Risk
S1312,31.0,73.4,81.4,7.2,0.6,3.62,0,Master,2.61,72.1,Pass,C,Low Risk
S1313,28.3,100.0,92.8,9.4,6.0,3.0,1,PhD,2.22,57.1,Pass,D,Medium Risk
S1314,28.1,82.9,76.2,8.3,1.0,3.64,1,PhD,2.53,66.9,Pass,C,Low Risk
S1315,33.1,95.5,65.2,6.6,9.0,2.92,0,High School,3.02,36.9,Fail,F,High Risk
S1316,20.2,57.7,38.8,5.7,2.6,2.82,1,Bachelor,1.84,26.5,Fail,F,High Risk
S1317,26.8,84.0,43.7,3.8,1.7,2.52,0,Bachelor,1.82,37.7,Fail,F,High Risk
S1318,16.9,93.3,58.9,5.9,2.6,4.0,1,Bachelor,2.29,35.6,Fail,F,High Risk
S1319,23.2,81.2,52.8,6.7,2.2,2.15,0,Bachelor,2.11,34.4,Fail,F,High Risk
S1320,18.7,96.0,61.3,5.5,4.3,4.0,1,Bachelor,2.49,50.5,Pass,D,Medium Risk
S1321,21.0,72.2,66.1,6.8,1.0,3.2,0,Bachelor,1.79,46.5,Fail,F,Medium Risk
S1322,26.0,100.0,75.6,7.1,1.3,1.68,1,Bachelor,2.69,62.2,Pass,D,Low Risk
S1323,11.8,100.0,63.6,6.7,6.7,3.09,1,High School,1.38,49.4,Fail,F,Medium Risk
S1324,40.9,74.6,74.7,6.0,8.8,1.12,1,Bachelor,2.17,58.7,Pass,D,Medium Risk
S1325,9.9,73.3,66.3,7.3,6.7,3.3,0,Bachelor,1.8,43.9,Fail,F,Medium Risk
S1326,7.9,100.0,25.5,7.7,1.6,3.51,0,Bachelor,2.14,35.8,Fail,F,High Risk
S1327,31.6,100.0,46.2,5.4,4.5,2.33,1,High School,2.36,42.0,Fail,F,Medium Risk
S1328,27.9,72.2,62.1,9.1,1.9,2.9,1,Master,1.92,61.0,Pass,D,Low Risk
S1329,26.2,73.7,40.8,6.9,2.1,4.0,0,High School,1.89,39.9,Fail,F,High Risk
S1330,26.3,75.8,77.0,7.0,0.7,2.4,1,Bachelor,2.42,47.6,Fail,F,Medium Risk
S1331,19.9,59.8,95.6,8.1,2.7,1.95,0,Master,2.17,51.0,Pass,D,Medium Risk
S1332,11.0,66.2,89.4,7.3,0.6,3.99,1,Bachelor,2.06,40.4,Fail,F,Medium Risk
S1333,20.8,64.9,60.7,8.4,1.2,4.0,0,High School,2.07,43.1,Fail,F,Medium Risk
S1334,13.2,68.5,94.8,7.4,5.8,2.8,0,Bachelor,2.37,50.2,Pass,D,Medium Risk
S1335,29.8,79.5,68.0,6.1,0.7,3.61,1,Bachelor,2.33,57.7,Pass,D,Medium Risk
S1336,18.5,83.5,58.3,7.5,0.2,3.87,0,Master,2.28,41.0,Fail,F,Medium Risk
S1337,11.7,100.0,52.7,5.3,0.2,2.21,1,Master,2.7,40.4,Fail,F,Medium Risk
S1338,16.8,65.0,59.0,7.2,8.5,2.41,1,Bachelor,1.4,46.5,Fail,F,Medium Risk
S1339,24.1,94.8,57.2,7.0,2.1,3.78,0,Bachelor,1.92,55.7,Pass,D,Medium Risk
S1340,14.4,76.8,68.4,6.7,1.6,4.0,0,High School,2.44,62.0,Pass,D,Low Risk
S1341,11.8,79.3,68.2,6.8,5.0,3.25,1,High School,1.86,51.6,Pass,D,Medium Risk
S1342,22.4,90.1,65.1,4.2,5.4,2.1,0,Bachelor,2.05,56.4,Pass,D,Medium Risk
S1343,22.4,63.2,73.7,6.2,1.2,4.0,1,Bachelor,2.03,37.4,Fail,F,High Risk
S1344,14.9,85.7,88.8,7.1,3.5,2.38,1,Bachelor,2.22,57.7,Pass,D,Medium Risk
S1345,15.3,82.5,84.0,7.2,4.4,2.53,1,High School,2.72,49.1,Fail,F,Medium Risk
S1346,22.3,87.4,35.3,5.5,3.2,3.07,0,High School,2.29,37.4,Fail,F,High Risk
S1347,5.5,84.3,13.9,8.9,0.5,4.0,0,Bachelor,2.01,32.0,Fail,F,High Risk
S1348,5.9,100.0,83.7,5.7,6.3,3.48,0,High School,1.82,52.5,Pass,D,Medium Risk
S1349,12.8,70.4,37.7,8.5,2.3,3.13,0,Master,1.48,40.5,Fail,F,Medium Risk
S1350,17.9,72.0,60.5,7.6,1.0,3.17,1,High School,1.27,38.6,Fail,F,High Risk
S1351,23.1,70.7,41.6,6.0,1.7,2.83,1,Bachelor,1.72,47.8,Fail,F,Medium Risk
S1352,34.8,71.7,29.0,9.7,0.1,3.25,0,PhD,2.58,44.8,Fail,F,Medium Risk
S1353,28.6,70.4,75.8,5.2,0.4,0.78,0,High School,2.28,55.5,Pass,D,Medium Risk
S1354,18.4,97.8,80.2,8.4,4.4,2.56,0,Bachelor,2.4,52.0,Pass,D,Medium Risk
S1355,19.8,100.0,53.5,8.5,0.0,2.99,1,High School,2.4,50.3,Pass,D,Medium Risk
S1356,10.0,71.4,13.2,6.0,1.6,1.88,0,Bachelor,1.18,33.5,Fail,F,High Risk
S1357,19.8,67.5,54.1,9.1,2.2,3.11,1,Bachelor,2.15,36.4,Fail,F,High Risk
S1358,17.1,87.1,72.8,6.6,0.2,2.64,0,Bachelor,2.51,66.5,Pass,C,Low Risk
S1359,23.2,71.7,35.4,7.4,10.8,4.0,1,Bachelor,1.48,21.1,Fail,F,High Risk
S1360,11.7,89.5,68.7,7.4,0.8,4.0,1,Master,2.4,42.8,Fail,F,Medium Risk
S1361,25.2,83.0,64.7,6.8,1.1,2.43,0,High School,2.59,55.4,Pass,D,Medium Risk
S1362,35.3,57.3,76.6,8.2,1.1,2.68,0,High School,2.29,62.0,Pass,D,Low Risk
S1363,18.9,100.0,67.4,8.2,0.8,2.74,1,Master,2.66,53.4,Pass,D,Medium Risk
S1364,24.0,100.0,45.5,4.4,0.0,2.44,0,Bachelor,3.08,48.6,Fail,F,Medium Risk
S1365,26.9,70.8,88.9,9.0,3.9,2.96,1,Master,2.47,60.3,Pass,D,Low Risk
S1366,16.0,74.2,61.8,4.5,10.2,2.19,1,Bachelor,1.91,34.7,Fail,F,High Risk
S1367,22.2,84.3,64.5,8.5,0.8,1.9,1,Master,2.04,63.6,Pass,D,Low Risk
S1368,20.1,85.0,46.3,8.7,3.3,3.3,1,Bachelor,2.25,52.1,Pass,D,Medium Risk
S1369,21.0,89.9,56.1,5.4,4.1,3.3,0,Master,2.36,53.0,Pass,D,Medium Risk
S1370,12.3,100.0,47.3,6.4,5.7,2.16,0,PhD,2.04,32.8,Fail,F,High Risk
S1371,20.2,77.3,61.5,5.3,1.6,3.52,1,Bachelor,1.87,45.3,Fail,F,Medium Risk
S1372,25.0,68.0,99.2,6.7,1.1,2.29,0,High School,2.47,55.4,Pass,D,Medium Risk
S1373,34.5,59.3,37.6,6.5,1.2,3.0,1,High School,2.52,38.0,Fail,F,High Risk
S1374,29.6,69.0,32.7,8.2,3.7,3.46,0,High School,2.25,46.5,Fail,F,Medium Risk
S1375,41.5,79.5,94.4,9.0,5.1,2.77,0,High School,3.18,63.5,Pass,D,Low Risk
S1376,12.3,100.0,60.8,9.1,0.6,3.16,1,Bachelor,2.27,54.8,Pass,D,Medium Risk
S1377,28.7,72.2,51.6,6.2,1.4,2.39,0,Bachelor,2.36,39.8,Fail,F,High Risk
S1378,21.8,83.4,85.8,6.7,7.0,2.64,1,Bachelor,2.43,65.5,Pass,C,Low Risk
S1379,41.9,79.8,52.9,4.5,4.9,2.64,1,Bachelor,2.12,46.9,Fail,F,Medium Risk
S1380,11.9,97.8,100.0,5.8,12.6,2.2,1,Bachelor,2.36,49.7,Fail,F,Medium Risk
S1381,11.6,100.0,78.6,8.4,4.2,2.66,1,High School,2.05,57.0,Pass,D,Medium Risk
S1382,14.0,72.0,55.2,9.4,1.5,1.56,1,High School,1.7,38.6,Fail,F,High Risk
S1383,0.0,72.7,100.0,5.1,2.7,2.41,1,High School,1.96,48.8,Fail,F,Medium Risk
S1384,14.7,95.7,52.9,6.1,3.2,2.57,0,Bachelor,2.18,34.1,Fail,F,High Risk
S1385,12.4,90.2,79.8,7.0,0.2,2.6,1,High School,1.92,62.5,Pass,D,Low Risk
S1386,21.5,100.0,71.0,7.4,2.4,2.61,1,High School,2.79,55.0,Pass,D,Medium Risk
S1387,23.4,88.8,91.0,5.8,3.7,2.75,1,Bachelor,2.67,51.8,Pass,D,Medium Risk
S1388,38.8,74.6,96.2,7.6,0.5,3.18,1,Master,2.64,65.2,Pass,C,Low Risk
S1389,29.5,88.9,65.6,6.3,4.6,3.5,0,High School,2.04,60.0,Pass,D,Medium Risk
S1390,14.2,96.6,49.9,7.0,2.6,2.28,1,Bachelor,2.03,39.5,Fail,F,High Risk
S1391,11.0,92.3,74.2,7.8,9.1,1.84,1,Bachelor,1.93,37.9,Fail,F,High Risk
S1392,24.9,87.6,51.4,7.0,0.1,1.97,0,Master,2.25,48.9,Fail,F,Medium Risk
S1393,6.8,96.0,100.0,6.3,0.9,2.41,1,PhD,2.23,43.4,Fail,F,Medium Risk
S1394,38.3,97.5,67.7,6.8,2.8,2.52,1,High School,2.12,77.1,Pass,B,Low Risk
S1395,31.8,100.0,57.7,6.9,1.1,2.18,1,High School,2.41,53.5,Pass,D,Medium Risk
S1396,15.3,89.7,68.7,6.4,3.8,1.76,1,Master,2.0,53.5,Pass,D,Medium Risk
S1397,2.9,77.5,38.1,6.6,4.3,2.44,1,Bachelor,1.73,31.0,Fail,F,High Risk
S1398,33.5,82.2,45.6,9.4,0.3,2.95,0,Bachelor,2.25,47.1,Fail,F,Medium Risk
S1399,18.9,98.1,89.0,7.8,2.2,3.28,1,Bachelor,3.13,57.9,Pass,D,Medium Risk
S1400,32.4,67.7,51.9,6.6,2.1,2.35,0,Bachelor,1.59,55.8,Pass,D,Medium Risk
S1401,4.1,85.5,44.1,8.0,1.4,2.47,1,PhD,2.18,34.7,Fail,F,High Risk
S1402,14.0,74.1,75.7,6.5,8.1,2.06,1,PhD,1.87,51.5,Pass,D,Medium Risk
S1403,20.1,80.4,88.7,8.8,5.3,2.77,0,Master,2.67,62.0,Pass,D,Low Risk
S1404,20.5,99.2,79.4,7.6,3.6,2.12,0,High School,2.48,62.9,Pass,D,Low Risk
S1405,15.5,82.9,84.9,6.8,3.8,3.26,1,Master,2.66,46.3,Fail,F,Medium Risk
S1406,26.2,80.7,49.9,7.7,1.9,1.37,0,High School,1.98,40.4,Fail,F,Medium Risk
S1407,9.3,59.6,36.6,4.6,7.6,2.51,1,High School,1.05,20.4,Fail,F,High Risk
S1408,18.6,91.2,95.0,5.3,3.6,3.04,0,Master,2.9,56.4,Pass,D,Medium Risk
S1409,21.2,89.7,58.5,5.2,3.9,2.95,0,High School,2.17,51.0,Pass,D,Medium Risk
S1410,25.1,100.0,60.0,7.2,5.9,4.0,1,High School,2.61,34.3,Fail,F,High Risk
S1411,27.1,75.4,91.6,9.6,1.0,3.08,1,High School,3.01,61.1,Pass,D,Low Risk
S1412,8.8,83.3,76.1,10.3,4.9,2.0,1,Master,1.79,47.4,Fail,F,Medium Risk
S1413,4.7,83.7,74.1,8.0,0.7,2.72,0,Bachelor,2.23,42.0,Fail,F,Medium Risk
S1414,32.8,100.0,100.0,7.8,1.3,1.38,1,Bachelor,2.66,80.1,Pass,B,Low Risk
S1415,23.3,78.6,52.1,4.3,1.2,2.74,1,High School,2.03,48.5,Fail,F,Medium Risk
S1416,12.5,84.2,83.6,6.2,11.5,2.13,1,Master,2.05,53.0,Pass,D,Medium Risk
S1417,35.5,89.1,66.1,5.8,5.8,3.53,1,Master,2.15,54.3,Pass,D,Medium Risk
S1418,21.2,82.8,70.4,6.1,3.6,2.36,1,Bachelor,1.97,56.7,Pass,D,Medium Risk
S1419,31.8,73.3,95.6,6.7,3.9,2.71,1,Bachelor,2.98,73.2,Pass,C,Low Risk
S1420,20.7,82.9,75.2,6.3,2.5,2.29,0,High School,2.52,61.5,Pass,D,Low Risk
S1421,40.6,96.1,75.8,4.0,8.8,4.0,1,PhD,2.78,50.6,Pass,D,Medium Risk
S1422,37.6,64.6,86.5,8.1,2.1,2.54,0,Bachelor,2.66,59.8,Pass,D,Medium Risk
S1423,17.5,82.0,57.7,5.4,1.4,4.0,1,PhD,2.1,41.8,Fail,F,Medium Risk
S1424,29.7,69.5,48.2,7.4,0.5,3.45,0,Bachelor,2.67,53.0,Pass,D,Medium Risk
S1425,26.5,97.9,44.1,10.1,4.6,3.19,1,Master,2.4,56.9,Pass,D,Medium Risk
S1426,33.7,57.2,25.7,5.6,4.0,3.09,1,Master,1.96,32.8,Fail,F,High Risk
S1427,10.4,71.6,100.0,3.2,1.5,3.12,0,Bachelor,2.47,47.6,Fail,F,Medium Risk
S1428,26.9,85.7,42.9,6.6,0.1,1.26,0,PhD,1.85,32.8,Fail,F,High Risk
S1429,30.6,100.0,60.6,8.7,5.5,2.58,0,Bachelor,3.04,68.1,Pass,C,Low Risk
S1430,2.4,79.0,59.5,9.9,0.0,3.48,1,High School,1.53,36.2,Fail,F,High Risk
S1431,8.2,71.7,71.1,5.2,3.6,2.76,1,Bachelor,2.34,39.3,Fail,F,High Risk
S1432,0.0,100.0,81.3,7.7,10.5,1.68,0,Master,1.82,37.3,Fail,F,High Risk
S1433,17.3,58.3,82.2,6.3,1.7,2.76,1,Bachelor,1.98,55.6,Pass,D,Medium Risk
S1434,27.2,47.0,53.3,6.8,0.8,4.0,0,High School,1.49,21.0,Fail,F,High Risk
S1435,35.0,86.6,61.7,11.0,3.7,3.8,1,Bachelor,2.62,59.7,Pass,D,Medium Risk
S1436,20.7,72.5,70.7,4.7,5.1,2.75,1,Bachelor,1.76,43.9,Fail,F,Medium Risk
S1437,36.3,64.7,60.0,7.4,2.4,3.56,0,Bachelor,2.24,50.1,Pass,D,Medium Risk
S1438,6.2,90.6,97.1,7.7,10.2,2.51,1,Bachelor,2.14,59.4,Pass,D,Medium Risk
S1439,3.0,83.7,74.8,8.6,0.2,1.44,0,Master,2.21,37.1,Fail,F,High Risk
S1440,19.4,71.5,79.7,7.1,2.1,2.06,0,High School,2.22,56.2,Pass,D,Medium Risk
S1441,23.8,60.8,78.3,7.5,3.8,4.0,0,Bachelor,2.4,52.2,Pass,D,Medium Risk
S1442,19.7,93.1,88.5,6.4,6.0,2.58,0,High School,2.1,63.7,Pass,D,Low Risk
S1443,0.0,89.8,68.6,7.4,0.6,2.61,1,High School,1.68,35.5,Fail,F,High Risk
S1444,19.1,78.5,39.1,6.5,4.8,2.56,1,Master,2.43,33.0,Fail,F,High Risk
S1445,7.0,100.0,73.0,7.9,2.4,4.0,1,PhD,2.13,56.1,Pass,D,Medium Risk
S1446,26.7,63.9,52.0,6.4,1.5,4.0,0,Bachelor,2.68,49.1,Fail,F,Medium Risk
S1447,23.7,57.1,54.4,7.6,0.4,4.0,0,Master,2.06,32.6,Fail,F,High Risk
S1448,10.6,69.6,76.7,7.0,6.0,2.67,1,Master,1.94,36.8,Fail,F,High Risk
S1449,14.9,79.3,89.8,8.7,0.5,3.04,1,Master,2.72,57.0,Pass,D,Medium Risk
S1450,9.4,83.7,65.4,6.9,1.1,1.59,0,High School,2.3,50.3,Pass,D,Medium Risk
S1451,19.4,76.4,71.2,4.3,1.0,3.98,1,PhD,2.22,41.9,Fail,F,Medium Risk
S1452,29.6,85.3,99.0,8.9,6.2,1.87,1,Bachelor,2.52,39.0,Fail,F,High Risk
S1453,10.1,61.2,69.8,5.6,3.4,2.97,1,Bachelor,1.79,42.2,Fail,F,Medium Risk
S1454,25.0,100.0,100.0,6.0,4.8,1.92,1,High School,2.73,51.6,Pass,D,Medium Risk
S1455,14.7,78.8,76.3,6.1,0.9,2.33,0,Bachelor,2.38,31.8,Fail,F,High Risk
S1456,12.1,96.8,29.8,9.1,2.9,2.13,0,High School,1.93,16.9,Fail,F,High Risk
S1457,18.9,85.1,80.1,3.8,2.5,2.31,1,High School,2.38,56.1,Pass,D,Medium Risk
S1458,9.6,86.9,72.6,11.7,5.4,2.37,0,Bachelor,2.69,48.3,Fail,F,Medium Risk
S1459,14.5,88.5,90.8,8.6,7.1,2.36,1,Master,2.44,49.5,Fail,F,Medium Risk
S1460,8.0,86.7,78.5,7.3,0.0,3.47,1,Master,2.34,58.8,Pass,D,Medium Risk
S1461,39.6,89.6,62.2,6.9,3.4,1.92,0,Bachelor,2.11,65.2,Pass,C,Low Risk
S1462,20.4,99.9,40.5,7.4,0.2,2.98,1,Master,1.48,61.0,Pass,D,Low Risk
S1463,13.0,82.9,60.8,7.8,2.4,3.77,0,Master,2.3,33.1,Fail,F,High Risk
S1464,22.1,90.6,48.0,8.0,1.0,2.39,1,Master,2.2,48.7,Fail,F,Medium Risk
S1465,18.9,78.7,53.4,7.8,1.1,2.23,1,High School,1.91,32.9,Fail,F,High Risk
S1466,17.8,100.0,76.8,7.1,1.3,2.62,1,Bachelor,2.52,52.8,Pass,D,Medium Risk
S1467,26.1,69.9,98.4,6.7,2.9,3.74,1,PhD,2.55,55.5,Pass,D,Medium Risk
S1468,27.6,100.0,72.9,6.8,1.2,2.96,1,Bachelor,2.98,64.2,Pass,D,Low Risk
S1469,14.7,79.4,41.1,6.7,4.0,2.38,1,Bachelor,1.85,38.0,Fail,F,High Risk
S1470,14.2,58.5,73.9,8.7,1.6,3.19,1,Bachelor,1.82,49.6,Fail,F,Medium Risk
S1471,17.2,81.9,88.9,7.9,0.2,1.92,0,Bachelor,2.62,60.7,Pass,D,Low Risk
S1472,0.0,69.8,52.8,3.0,4.6,3.35,0,Bachelor,1.43,43.8,Fail,F,Medium Risk
S1473,4.8,92.6,62.3,8.0,1.0,3.13,0,High School,2.24,40.4,Fail,F,Medium Risk
S1474,33.7,70.2,65.3,7.3,1.7,2.55,0,Bachelor,2.23,47.4,Fail,F,Medium Risk
S1475,36.4,73.3,49.3,7.0,3.5,2.13,1,Master,2.06,53.7,Pass,D,Medium Risk
S1476,17.5,51.7,78.0,6.4,1.2,2.09,1,Master,1.92,38.2,Fail,F,High Risk
S1477,25.8,73.2,62.6,8.7,0.2,3.23,1,High School,2.36,64.3,Pass,D,Low Risk
S1478,23.1,43.6,73.4,8.4,1.4,3.78,0,PhD,2.27,44.3,Fail,F,Medium Risk
S1479,50.8,56.2,47.3,5.8,8.7,2.29,1,Bachelor,2.18,47.2,Fail,F,Medium Risk
S1480,31.2,91.4,56.3,7.6,3.1,3.17,0,Bachelor,1.97,51.1,Pass,D,Medium Risk
S1481,18.7,91.8,79.4,5.5,3.3,1.13,1,Master,2.05,57.2,Pass,D,Medium Risk
S1482,10.4,86.4,57.5,4.9,3.0,2.33,1,Master,2.13,38.5,Fail,F,High Risk
S1483,3.9,65.5,99.5,6.1,0.7,2.78,0,PhD,1.91,39.7,Fail,F,High Risk
S1484,22.0,79.3,57.0,8.3,1.6,2.07,0,Bachelor,2.08,62.1,Pass,D,Low Risk
S1485,12.4,79.9,69.5,8.4,4.2,2.05,0,Master,2.33,37.9,Fail,F,High Risk
S1486,5.8,62.6,83.7,7.8,0.3,2.27,1,High School,1.68,43.4,Fail,F,Medium Risk
S1487,13.5,100.0,36.6,8.1,1.0,3.03,1,Master,1.66,48.3,Fail,F,Medium Risk
S1488,9.2,93.2,29.8,7.8,1.0,2.65,1,Master,1.82,24.2,Fail,F,High Risk
S1489,36.9,76.7,34.5,6.0,1.7,1.01,0,Bachelor,1.91,53.2,Pass,D,Medium Risk
S1490,28.8,80.4,90.3,7.6,11.8,1.1,1,High School,2.02,45.5,Fail,F,Medium Risk
S1491,19.9,83.1,54.0,8.2,0.2,2.31,1,Master,2.11,55.0,Pass,D,Medium Risk
S1492,34.8,49.4,100.0,8.1,2.2,3.17,1,High School,2.7,52.8,Pass,D,Medium Risk
S1493,20.8,76.3,53.7,8.8,0.6,0.6,0,High School,1.95,53.3,Pass,D,Medium Risk
S1494,11.4,69.8,68.7,8.1,10.6,2.4,0,Master,1.94,46.3,Fail,F,Medium Risk
S1495,35.2,65.0,95.8,7.5,0.4,2.38,1,Bachelor,3.15,70.4,Pass,C,Low Risk
S1496,25.4,75.8,100.0,8.6,1.6,3.91,0,Master,2.62,63.1,Pass,D,Low Risk
S1497,9.6,100.0,100.0,7.0,4.0,2.49,0,Bachelor,2.5,51.9,Pass,D,Medium Risk
S1498,18.1,89.6,89.2,5.7,3.7,3.11,0,High School,2.27,48.5,Fail,F,Medium Risk
S1499,11.2,71.4,85.5,6.8,1.6,2.91,1,Master,1.86,58.6,Pass,D,Medium Risk
S1500,6.2,88.6,76.9,5.9,1.3,1.1,1,Bachelor,1.74,39.0,Fail,F,High Risk
